player1_x_coord,player1_y_coord,player1_health,player1_is_jumping,player1_is_crouching,player1_in_move,player1_move_id,player2_x_coord,player2_y_coord,player2_health,player2_is_jumping,player2_is_crouching,player2_in_move,player2_move_id,diff,timer,up,down,left,right,Y,B,A,R,L,X,select,start
142,0,3,False,False,True,1,2,4,1,False,True,True,0,-43,107,True,True,False,True,False,False,True,True,False,True,True,True
149,7,4,False,True,True,2,1,4,0,True,True,True,4,-41,107,True,True,True,False,True,True,False,True,True,True,False,True
241,192,176,False,True,True,33686532,307,192,176,False,False,False,0,66,136,False,False,True,True,True,True,False,True,True,False,False,False
357,174,114,True,False,True,33685508,434,82,57,False,False,False,0,77,120,False,True,True,True,False,True,False,True,False,False,False,True
127,1,1,False,True,False,4,4,0,2,False,True,False,0,-42,104,True,True,False,True,True,False,False,True,True,True,True,True
231,172,161,True,False,True,131073,74,192,80,False,True,False,0,-157,100,True,True,True,False,True,True,True,True,True,False,False,True
145,0,2,True,False,False,2,4,5,0,True,False,False,1,-49,107,True,True,True,True,True,True,True,True,True,True,True,True
137,9,4,True,True,True,3,3,3,0,True,True,False,2,-46,104,True,False,False,False,True,True,True,True,True,True,True,False
117,0,1,False,True,True,3,4,5,1,True,True,False,4,-50,103,False,True,True,False,True,True,False,True,True,True,True,True
142,6,4,True,False,False,4,4,0,2,False,True,False,2,-50,101,True,False,True,True,True,True,True,False,True,True,False,False
127,0,0,False,False,False,0,207,0,0,False,False,False,0,80,104,False,True,True,True,True,False,True,True,True,True,False,True
127,0,0,False,False,False,0,79,0,0,False,False,False,0,-48,103,False,False,False,True,False,False,False,True,True,True,False,True
131,0,3,False,False,True,0,4,7,4,False,True,False,1,-44,109,True,True,True,False,True,True,True,True,True,True,True,True
109,1,1,True,False,False,2,0,1,3,True,True,True,1,-50,106,True,True,True,True,True,True,True,False,True,True,True,True
127,0,0,False,False,False,0,207,0,0,False,False,False,0,80,104,True,True,True,False,True,True,True,True,False,True,True,False
129,9,1,False,False,True,3,4,3,1,False,True,True,0,-50,105,True,True,True,False,True,True,True,True,True,False,True,True
123,2,3,False,False,False,1,1,8,3,False,False,True,4,-48,100,True,True,True,True,True,False,False,False,True,False,True,True
191,192,161,False,False,True,1,53,90,80,True,False,False,0,-138,98,True,True,False,True,False,True,False,False,False,False,True,False
233,172,145,True,False,True,1,313,192,117,False,False,True,1,80,144,True,True,True,True,True,True,True,True,False,True,False,False
274,192,114,False,False,False,0,313,192,117,False,True,True,33686532,39,137,True,False,True,False,False,False,False,True,False,True,False,False
119,2,4,True,False,False,3,3,6,0,True,False,False,1,-49,103,True,True,False,True,True,True,True,True,True,True,True,True
127,0,0,False,False,False,0,79,0,0,False,False,False,0,-48,103,False,True,False,False,False,False,True,True,True,False,False,False
179,192,145,False,False,True,131073,231,178,117,False,False,False,0,52,148,True,True,True,False,False,False,True,True,False,True,True,False
147,9,3,True,True,True,2,4,1,2,True,False,True,2,-50,107,True,True,True,True,True,False,True,True,True,False,True,True
110,9,2,True,True,True,2,3,2,2,True,True,False,2,-49,108,True,False,False,False,True,True,True,False,True,True,True,True
103,0,1,True,False,False,2,0,4,2,False,False,True,3,-47,105,True,True,True,True,True,True,True,True,False,False,True,True
126,5,3,False,True,False,1,0,5,0,True,False,True,0,-46,100,False,True,True,True,True,True,True,True,True,False,True,False
140,8,0,False,True,True,4,3,2,0,False,True,True,1,-50,103,True,False,False,True,True,True,False,False,False,True,True,True
115,8,3,True,False,False,1,2,8,4,True,True,False,2,-47,108,True,True,True,True,True,False,False,False,True,False,True,True
127,0,0,False,False,False,0,79,0,0,False,False,False,0,-48,103,True,True,False,False,False,True,True,True,False,True,True,False
363,168,161,True,False,True,1,257,172,110,True,False,False,0,-106,115,False,True,False,False,False,False,False,False,False,False,False,False
364,183,55,True,False,False,0,453,192,31,False,False,False,0,89,101,True,True,True,True,False,True,True,True,False,False,True,True
127,0,0,False,False,False,0,79,0,0,False,False,False,0,-48,103,False,False,True,True,False,False,False,True,True,False,True,False
127,0,0,False,False,False,0,79,0,0,False,False,False,0,-48,103,False,True,False,False,False,True,True,True,True,True,True,True
179,192,145,False,False,True,131073,247,192,161,False,False,False,0,68,149,True,True,True,False,True,True,False,True,True,False,True,True
122,3,4,True,False,True,0,2,0,4,False,False,False,0,-47,102,True,True,False,True,True,False,False,True,True,False,True,True
114,0,2,True,False,False,1,2,4,3,False,False,True,3,-43,102,False,True,True,True,True,True,True,True,True,False,False,True
123,3,1,False,True,True,4,3,5,3,False,True,False,1,-41,106,False,True,True,True,False,True,True,False,True,True,False,True
119,2,3,True,True,True,2,4,9,2,True,True,True,0,-44,102,False,True,True,False,False,True,False,True,False,True,True,True
325,121,161,False,False,False,0,376,129,110,False,False,False,0,51,121,True,True,True,False,False,True,True,False,False,False,True,False
336,172,161,True,False,False,0,363,170,110,False,False,False,0,27,128,True,True,True,True,False,True,False,True,False,True,False,False
110,7,2,True,False,True,1,4,4,3,True,False,False,1,-48,107,True,True,False,True,True,True,True,True,True,True,True,True
127,3,1,False,True,True,2,4,1,1,True,False,False,0,-50,101,True,True,True,True,False,False,True,True,False,True,True,True
122,8,1,False,True,True,0,1,2,3,False,True,False,2,-41,107,False,True,True,True,True,True,False,True,True,True,True,True
367,192,0,False,False,True,131073,445,192,19,False,False,False,0,78,71,False,True,False,True,True,True,False,True,False,False,True,False
130,2,3,True,True,False,0,4,9,3,False,False,True,2,-44,100,True,True,True,False,True,True,True,True,True,True,False,True
125,2,4,False,True,False,3,2,8,4,False,True,False,4,-44,106,True,True,True,False,True,False,True,True,True,True,False,False
133,1,0,False,False,True,4,1,2,2,True,False,True,4,-44,100,True,False,True,False,True,True,True,True,True,True,True,True
179,192,145,False,False,True,131073,231,178,117,False,False,False,0,52,148,True,False,True,False,True,False,False,False,True,True,False,True
127,0,0,False,False,False,0,207,0,0,False,False,False,0,80,104,True,False,True,True,False,False,False,False,False,True,False,False
274,192,114,False,False,False,0,313,192,117,False,True,True,33686532,39,137,False,True,False,True,False,True,False,True,False,True,False,True
104,9,4,False,True,True,0,3,1,1,False,False,False,3,-44,102,True,False,True,False,True,True,True,True,False,True,True,True
127,0,0,False,False,False,0,207,0,0,False,False,False,0,80,104,False,True,False,False,True,True,True,True,True,False,True,True
177,192,136,False,False,True,1,277,131,80,True,False,True,67240965,100,86,True,True,True,False,True,True,True,False,False,False,False,True
346,192,55,False,False,False,0,453,192,31,False,False,False,0,107,101,False,False,True,False,False,True,True,True,True,True,True,False
482,192,161,False,False,False,0,299,90,110,True,False,False,0,-183,116,True,True,False,True,False,True,False,True,True,False,True,True
283,192,0,False,False,True,1,382,192,22,False,False,False,0,99,80,True,True,True,False,False,True,True,False,False,True,True,False
218,172,161,True,False,True,131073,74,192,80,False,True,False,0,-144,100,False,True,True,False,False,True,False,True,False,False,True,True
105,4,1,False,True,False,0,1,3,0,False,False,False,3,-42,107,True,True,True,True,True,False,True,False,True,True,True,False
390,139,55,False,False,False,0,453,124,31,True,False,False,0,63,103,False,True,True,False,False,True,True,True,False,True,True,False
127,0,0,False,False,False,0,79,0,0,False,False,False,0,-48,103,True,True,False,False,False,False,False,False,False,False,False,False
312,172,114,True,False,True,1025,336,192,82,False,False,False,0,24,132,False,True,False,True,False,False,False,True,False,True,False,False
117,3,1,False,True,True,4,0,2,2,True,True,True,3,-46,100,True,False,True,True,True,True,True,True,True,True,True,True
136,1,4,True,True,True,2,2,9,0,True,True,False,3,-45,102,True,True,False,True,True,True,True,True,True,True,False,True
144,3,4,True,True,True,0,2,6,3,False,True,True,0,-42,109,True,False,True,True,False,False,True,True,False,False,True,False
103,4,1,True,True,True,4,0,8,4,False,False,True,4,-49,106,True,True,True,True,True,True,True,True,True,False,False,False
158,172,136,True,False,True,131073,218,117,43,False,False,False,0,60,84,True,True,True,True,True,True,False,True,False,False,True,True
214,192,176,False,False,True,0,273,192,176,False,False,True,132101,59,152,False,False,False,True,True,False,True,False,True,True,True,False
127,0,0,False,False,False,0,207,0,0,False,False,False,0,80,104,False,True,True,True,True,False,False,False,False,False,False,False
127,0,0,False,False,False,0,207,0,0,False,False,False,0,80,104,True,False,True,True,False,True,False,False,False,False,False,True
115,7,3,False,True,True,3,3,3,4,True,True,False,3,-49,101,True,True,True,True,False,True,False,True,True,True,False,False
281,192,0,False,False,False,0,414,192,22,False,False,False,0,133,82,False,True,True,True,True,True,True,True,True,False,False,False
341,192,176,False,False,True,1,404,87,151,True,False,False,0,63,129,True,False,False,True,False,False,True,True,True,True,True,False
132,9,1,False,True,False,3,2,4,3,False,False,True,3,-50,103,True,True,False,True,True,False,True,True,False,True,True,True
140,2,3,False,True,True,4,3,4,4,True,True,True,3,-44,107,True,False,True,True,True,True,True,False,True,False,True,True
214,163,176,True,False,True,0,273,192,176,False,False,False,0,59,153,False,True,False,True,True,True,True,True,False,True,False,True
127,0,0,False,False,False,0,79,0,0,False,False,False,0,-48,103,True,True,True,False,False,True,True,True,False,True,True,False
137,1,2,True,False,False,0,3,6,1,True,False,False,3,-45,103,True,True,True,True,True,True,True,True,True,True,True,True
106,3,4,False,True,True,4,1,0,1,False,True,False,3,-44,101,True,True,True,True,True,True,True,True,True,True,True,False
143,8,2,True,False,False,3,3,0,1,True,False,True,2,-49,109,True,True,False,True,True,True,False,True,True,False,True,True
127,0,0,False,False,False,0,207,0,0,False,False,False,0,80,104,False,False,True,True,False,False,True,True,True,True,True,True
110,1,3,False,True,True,4,3,8,0,False,False,True,2,-46,109,False,True,True,False,True,True,True,True,True,True,True,True
127,0,0,False,False,False,0,207,0,0,False,False,False,0,80,104,False,True,True,True,False,False,True,True,True,True,True,False
295,163,161,True,False,True,1,91,101,80,True,False,False,0,-204,103,True,True,True,False,True,True,True,False,False,False,False,False
105,5,0,True,False,True,2,4,1,4,True,False,True,3,-49,108,True,False,True,True,True,False,True,True,True,True,True,True
127,0,0,False,False,False,0,207,0,0,False,False,False,0,80,104,False,True,True,False,False,True,True,False,False,True,True,True
347,192,114,False,True,True,33686532,391,192,82,False,True,False,0,44,129,True,True,True,False,True,True,False,True,False,True,False,True
138,9,3,False,False,True,3,4,2,4,True,True,True,2,-41,108,False,True,True,True,False,True,True,True,False,True,True,False
101,1,0,False,False,True,4,1,2,0,False,False,True,1,-42,104,True,True,True,True,True,True,True,True,True,True,True,False
149,2,2,False,True,False,1,1,0,2,False,True,True,1,-47,105,True,True,True,True,False,True,True,True,False,False,False,False
119,5,1,False,False,True,0,4,2,0,False,True,False,4,-44,103,True,True,True,True,False,True,True,True,True,True,True,True
127,0,0,False,False,False,0,207,0,0,False,False,False,0,80,104,False,False,True,True,True,False,True,True,False,True,False,False
357,192,114,False,False,True,33685508,453,79,57,False,False,False,0,96,120,True,False,False,False,False,False,False,False,False,True,False,True
146,4,1,True,True,False,3,0,7,1,True,False,True,2,-48,100,True,True,True,True,True,False,True,True,True,True,True,True
127,2,2,False,False,True,0,4,8,1,False,True,False,2,-44,108,True,True,True,True,True,True,True,True,True,True,True,True
157,172,136,True,False,True,1,156,104,80,True,False,False,0,-1,88,False,True,True,False,True,True,True,True,False,True,True,True
114,2,2,False,False,False,0,4,9,2,False,True,True,1,-49,106,False,True,True,False,True,True,True,True,True,True,True,True
126,7,1,True,False,True,2,2,8,4,True,True,False,4,-46,109,False,True,True,True,True,True,True,True,True,True,True,False
320,192,176,False,False,True,1,403,83,151,True,False,False,0,83,129,False,False,False,False,False,True,False,True,True,True,True,True
139,3,4,False,False,True,1,3,5,2,False,False,False,4,-43,103,True,True,True,True,True,False,False,False,True,True,False,False
190,162,145,True,False,True,131073,256,125,117,False,False,False,0,66,147,True,True,True,True,True,False,False,False,False,False,False,False
108,9,3,True,True,True,1,0,5,4,False,True,False,1,-43,101,True,False,True,True,True,True,True,True,True,True,True,True
122,0,0,False,True,False,2,1,7,4,True,True,False,4,-46,100,True,True,True,True,True,True,False,True,True,False,False,True
123,6,2,True,False,True,1,3,6,0,True,False,True,0,-50,103,True,False,False,True,True,False,True,True,True,True,False,True
107,8,3,False,False,True,4,2,6,1,True,True,True,3,-50,102,True,True,True,True,True,True,True,True,True,True,False,False
378,192,114,False,False,True,33685508,453,192,57,False,False,False,0,75,117,False,True,True,True,True,True,True,False,True,True,False,True
249,172,114,True,False,True,1025,273,178,82,False,False,False,0,24,134,True,True,True,True,True,False,True,True,True,False,False,True
103,8,1,False,True,False,0,3,2,3,True,True,True,3,-50,108,True,True,True,True,True,True,True,True,False,False,False,True
127,0,0,False,False,False,0,79,0,0,False,False,False,0,-48,103,True,False,False,True,True,False,True,False,False,True,False,False
135,4,0,False,True,False,2,1,2,0,True,True,False,0,-43,109,False,False,True,False,True,True,True,True,True,False,False,False
390,192,114,False,False,True,1,453,192,31,False,False,False,0,63,114,False,True,False,True,False,False,False,False,False,True,True,False
127,0,0,False,False,False,0,79,0,0,False,False,False,0,-48,103,False,False,True,True,True,False,False,False,False,False,True,True
135,6,2,True,False,True,3,1,5,0,False,True,False,2,-48,107,True,True,False,True,True,True,False,False,False,True,False,True
127,0,0,False,False,False,0,207,0,0,False,False,False,0,80,104,True,False,False,False,False,False,True,True,False,True,False,False
328,192,24,False,False,True,1,435,192,26,False,True,False,0,107,96,False,False,True,False,True,True,True,False,False,False,False,True
357,163,114,True,False,True,33685508,421,123,57,False,False,False,0,64,121,True,True,True,True,False,False,False,False,True,False,False,False
111,8,2,True,True,False,3,1,2,3,False,True,True,4,-43,108,False,True,True,True,True,False,False,True,True,True,False,True
205,192,136,False,False,True,1,302,192,80,False,False,False,0,97,86,False,True,True,True,False,False,True,False,True,False,False,True
